Prenom,Nom,CodeCours,NomCours,Session,Note (%)
Morgan,Fortin,410-055-3R1,Aspects legaux de la profession,3,54
Alex,Morin,410-055-3R1,Aspects legaux de la profession,3,86
Jordan,Fortin,410-055-3R1,Aspects legaux de la profession,3,57
Robin,Pelletier,410-055-3R1,Aspects legaux de la profession,3,94
Jamie,Tremblay,410-055-3R1,Aspects legaux de la profession,3,46
Casey,Fortin,410-055-3R1,Aspects legaux de la profession,3,84
Taylor,Lavoie,410-055-3R1,Aspects legaux de la profession,3,97
Sam,Tremblay,410-055-3R1,Aspects legaux de la profession,3,86
Casey,Pelletier,410-055-3R1,Aspects legaux de la profession,3,56
Jamie,Fortin,410-055-3R1,Aspects legaux de la profession,3,88
Alex,Lavoie,410-055-3R1,Aspects legaux de la profession,3,49
Jamie,Lefebvre,410-055-3R1,Aspects legaux de la profession,3,47
Alex,Morin,410-055-3R1,Aspects legaux de la profession,3,93
Sam,Roy,410-055-3R1,Aspects legaux de la profession,3,50
Jamie,Gauthier,410-055-3R1,Aspects legaux de la profession,3,84
Sam,Lefebvre,410-055-3R1,Aspects legaux de la profession,3,73
Ronald,MacDounald,420-032-3R1,Base de donnees II,3,41
Homer,Simpson,420-032-3R1,Base de donnees II,3,89
Doctor,Doogie,420-032-3R1,Base de donnees II,3,37
Jordan,Gauthier,420-032-3R1,Base de donnees II,3,71
Taylor,Lavoie,420-032-3R1,Base de donnees II,3,65
Jordan,Bouchard,420-032-3R1,Base de donnees II,3,66
Jordan,Gagnon,420-032-3R1,Base de donnees II,3,44
Alex,Morin,420-032-3R1,Base de donnees II,3,51
Charlie,Lavoie,420-032-3R1,Base de donnees II,3,58
Casey,Bouchard,420-032-3R1,Base de donnees II,3,79
Sam,Fortin,420-032-3R1,Base de donnees II,3,92
Alex,Tremblay,420-032-3R1,Base de donnees II,3,44
Jamie,Pelletier,420-032-3R1,Base de donnees II,3,94
Jordan,Lavoie,420-032-3R1,Base de donnees II,3,69
Jamie,Roy,420-032-3R1,Base de donnees II,3,65
Casey,Roy,420-032-3R1,Base de donnees II,3,77
Cameron,Pelletier,420-032-3R1,Base de donnees II,3,78
Taylor,Gauthier,420-032-3R1,Base de donnees II,3,98
Casey,Bouchard,420-032-3R1,Base de donnees II,3,81
Morgan,Lefebvre,420-032-3R1,Base de donnees II,3,40
Robin,Lavoie,420-032-3R1,Base de donnees II,3,97
Casey,Gagnon,420-032-3R1,Base de donnees II,3,43
Alex,Fortin,420-032-3R1,Base de donnees II,3,52
Morgan,Roy,420-032-3R1,Base de donnees II,3,83
Charlie,Roy,420-032-3R1,Base de donnees II,3,100
Alex,Gauthier,420-032-3R1,Base de donnees II,3,93
Robin,Tremblay,420-032-3R1,Base de donnees II,3,76
Cameron,Lavoie,420-032-3R1,Base de donnees II,3,93
Taylor,Lavoie,420-032-3R1,Base de donnees II,3,53
Casey,Gauthier,420-032-3R1,Base de donnees II,3,59
Robin,Roy,420-032-3R1,Base de donnees II,3,49
Jamie,Bouchard,420-032-3R1,Base de donnees II,3,98
Jamie,Roy,420-032-3R1,Base de donnees II,3,57
Casey,Roy,420-032-3R1,Base de donnees II,3,83
Morgan,Gagnon,420-032-3R1,Base de donnees II,3,70
Jamie,Gauthier,420-032-3R1,Base de donnees II,3,68
Robin,Gagnon,420-032-3R1,Base de donnees II,3,83
Sam,Bouchard,420-032-3R1,Base de donnees II,3,36
Alex,Pelletier,420-032-3R1,Base de donnees II,3,96
Sam,Gagnon,420-032-3R1,Base de donnees II,3,76
Charlie,Pelletier,420-032-3R1,Base de donnees II,3,93
Morgan,Lefebvre,420-032-3R1,Base de donnees II,3,98
Morgan,Tremblay,420-032-3R1,Base de donnees II,3,87
Jamie,Gauthier,420-032-3R1,Base de donnees II,3,80
Casey,Pelletier,420-032-3R1,Base de donnees II,3,54
Jamie,Lefebvre,420-032-3R1,Base de donnees II,3,89
Morgan,Tremblay,420-032-3R1,Base de donnees II,3,64
Sam,Lefebvre,420-032-3R1,Base de donnees II,3,93
Morgan,Fortin,420-032-3R1,Base de donnees II,3,37
Sam,Roy,420-032-3R1,Base de donnees II,3,49
Taylor,Morin,420-032-3R1,Base de donnees II,3,55
Morgan,Gauthier,420-032-3R1,Base de donnees II,3,85
Alex,Morin,420-032-3R1,Base de donnees II,3,37
Cameron,Bouchard,420-032-3R1,Base de donnees II,3,86
Jordan,Morin,420-032-3R1,Base de donnees II,3,98
Sam,Lefebvre,420-032-3R1,Base de donnees II,3,57
Casey,Fortin,420-032-3R1,Base de donnees II,3,48
Robin,Lefebvre,420-032-3R1,Base de donnees II,3,49
Charlie,Lefebvre,420-032-3R1,Base de donnees II,3,67
Robin,Pelletier,420-032-3R1,Base de donnees II,3,81
Jamie,Gagnon,420-032-3R1,Base de donnees II,3,69
Morgan,Fortin,420-032-3R1,Base de donnees II,3,92
Charlie,Gagnon,420-032-3R1,Base de donnees II,3,45
Cameron,Morin,420-032-3R1,Base de donnees II,3,87
Alex,Bouchard,420-032-3R1,Base de donnees II,3,67
Casey,Roy,420-032-3R1,Base de donnees II,3,48
Robin,Gauthier,420-032-3R1,Base de donnees II,3,64
Cameron,Morin,420-032-3R1,Base de donnees II,3,79
Alex,Gauthier,420-032-3R1,Base de donnees II,3,85
Cameron,Morin,420-032-3R1,Base de donnees II,3,64
Jamie,Roy,420-032-3R1,Base de donnees II,3,72
Casey,Morin,420-032-3R1,Base de donnees II,3,63
Casey,Gagnon,420-032-3R1,Base de donnees II,3,82
Taylor,Fortin,420-032-3R1,Base de donnees II,3,82
Casey,Gagnon,420-032-3R1,Base de donnees II,3,49
Charlie,Bouchard,420-032-3R1,Base de donnees II,3,79
Casey,Tremblay,420-032-3R1,Base de donnees II,3,90
Charlie,Tremblay,420-032-3R1,Base de donnees II,3,47
Jordan,Pelletier,420-032-3R1,Base de donnees II,3,65
Taylor,Gagnon,420-032-3R1,Base de donnees II,3,84
Jordan,Pelletier,420-032-3R1,Base de donnees II,3,96
Jordan,Morin,420-032-3R1,Base de donnees II,3,63
Jamie,Tremblay,420-032-3R1,Base de donnees II,3,44
Charlie,Lavoie,420-032-3R1,Base de donnees II,3,47
Alex,Tremblay,420-032-3R1,Base de donnees II,3,80
Jamie,Roy,420-032-3R1,Base de donnees II,3,69
Taylor,Roy,420-032-3R1,Base de donnees II,3,84
Alex,Tremblay,420-032-3R1,Base de donnees II,3,83
Charlie,Lefebvre,420-032-3R1,Base de donnees II,3,54
Taylor,Lavoie,420-032-3R1,Base de donnees II,3,41
Robin,Gagnon,420-032-3R1,Base de donnees II,3,40
Taylor,Lavoie,420-032-3R1,Base de donnees II,3,97
Charlie,Lefebvre,420-032-3R1,Base de donnees II,3,47
Casey,Fortin,420-032-3R1,Base de donnees II,3,44
Jordan,Roy,420-032-3R1,Base de donnees II,3,47
Charlie,Pelletier,420-032-3R1,Base de donnees II,3,85
Sam,Bouchard,420-032-3R1,Base de donnees II,3,81
Jamie,Morin,420-032-3R1,Base de donnees II,3,60
Jordan,Fortin,420-032-3R1,Base de donnees II,3,49
Morgan,Roy,420-032-3R1,Base de donnees II,3,45
Charlie,Tremblay,420-032-3R1,Base de donnees II,3,45
Sam,Fortin,420-032-3R1,Base de donnees II,3,48
Sam,Bouchard,420-032-3R1,Base de donnees II,3,59
Alex,Lefebvre,420-032-3R1,Base de donnees II,3,35
Morgan,Fortin,420-032-3R1,Base de donnees II,3,39
Alex,Morin,420-032-3R1,Base de donnees II,3,83
Jordan,Fortin,420-032-3R1,Base de donnees II,3,67
Robin,Pelletier,420-032-3R1,Base de donnees II,3,80
Jamie,Tremblay,420-032-3R1,Base de donnees II,3,58
Casey,Fortin,420-032-3R1,Base de donnees II,3,61
Taylor,Lavoie,420-032-3R1,Base de donnees II,3,86
Sam,Tremblay,420-032-3R1,Base de donnees II,3,56
Casey,Pelletier,420-032-3R1,Base de donnees II,3,37
Jamie,Fortin,420-032-3R1,Base de donnees II,3,40
Alex,Lavoie,420-032-3R1,Base de donnees II,3,96
Jamie,Lefebvre,420-032-3R1,Base de donnees II,3,60
Alex,Morin,420-032-3R1,Base de donnees II,3,40
Sam,Roy,420-032-3R1,Base de donnees II,3,71
Jamie,Gauthier,420-032-3R1,Base de donnees II,3,68
Sam,Lefebvre,420-032-3R1,Base de donnees II,3,70
Ronald,MacDounald,420-032-4R1,Developpement Web III,3,43
Homer,Simpson,420-032-4R1,Developpement Web III,3,76
Doctor,Doogie,420-032-4R1,Developpement Web III,3,87
Jordan,Gauthier,420-032-4R1,Developpement Web III,3,98
Taylor,Lavoie,420-032-4R1,Developpement Web III,3,47
Jordan,Bouchard,420-032-4R1,Developpement Web III,3,77
Jordan,Gagnon,420-032-4R1,Developpement Web III,3,50
Alex,Morin,420-032-4R1,Developpement Web III,3,42
Charlie,Lavoie,420-032-4R1,Developpement Web III,3,71
Casey,Bouchard,420-032-4R1,Developpement Web III,3,96
Sam,Fortin,420-032-4R1,Developpement Web III,3,74
Alex,Tremblay,420-032-4R1,Developpement Web III,3,82
Jamie,Pelletier,420-032-4R1,Developpement Web III,3,67
Jordan,Lavoie,420-032-4R1,Developpement Web III,3,91
Jamie,Roy,420-032-4R1,Developpement Web III,3,53
Casey,Roy,420-032-4R1,Developpement Web III,3,90
Cameron,Pelletier,420-032-4R1,Developpement Web III,3,88
Taylor,Gauthier,420-032-4R1,Developpement Web III,3,98
Casey,Bouchard,420-032-4R1,Developpement Web III,3,81
Morgan,Lefebvre,420-032-4R1,Developpement Web III,3,35
Robin,Lavoie,420-032-4R1,Developpement Web III,3,37
Casey,Gagnon,420-032-4R1,Developpement Web III,3,91
Alex,Fortin,420-032-4R1,Developpement Web III,3,53
Morgan,Roy,420-032-4R1,Developpement Web III,3,92
Charlie,Roy,420-032-4R1,Developpement Web III,3,55
Alex,Gauthier,420-032-4R1,Developpement Web III,3,38
Robin,Tremblay,420-032-4R1,Developpement Web III,3,75
Cameron,Lavoie,420-032-4R1,Developpement Web III,3,85
Taylor,Lavoie,420-032-4R1,Developpement Web III,3,46
Casey,Gauthier,420-032-4R1,Developpement Web III,3,80
Robin,Roy,420-032-4R1,Developpement Web III,3,86
Jamie,Bouchard,420-032-4R1,Developpement Web III,3,72
Jamie,Roy,420-032-4R1,Developpement Web III,3,72
Casey,Roy,420-032-4R1,Developpement Web III,3,42
Morgan,Gagnon,420-032-4R1,Developpement Web III,3,85
Jamie,Gauthier,420-032-4R1,Developpement Web III,3,35
Robin,Gagnon,420-032-4R1,Developpement Web III,3,75
Sam,Bouchard,420-032-4R1,Developpement Web III,3,92
Alex,Pelletier,420-032-4R1,Developpement Web III,3,67
Sam,Gagnon,420-032-4R1,Developpement Web III,3,95
Charlie,Pelletier,420-032-4R1,Developpement Web III,3,57
Morgan,Lefebvre,420-032-4R1,Developpement Web III,3,68
Morgan,Tremblay,420-032-4R1,Developpement Web III,3,97
Jamie,Gauthier,420-032-4R1,Developpement Web III,3,68
Casey,Pelletier,420-032-4R1,Developpement Web III,3,60
Jamie,Lefebvre,420-032-4R1,Developpement Web III,3,87
Morgan,Tremblay,420-032-4R1,Developpement Web III,3,43
Sam,Lefebvre,420-032-4R1,Developpement Web III,3,83
Morgan,Fortin,420-032-4R1,Developpement Web III,3,73
Sam,Roy,420-032-4R1,Developpement Web III,3,89
Taylor,Morin,420-032-4R1,Developpement Web III,3,84
Morgan,Gauthier,420-032-4R1,Developpement Web III,3,54
Alex,Morin,420-032-4R1,Developpement Web III,3,36
Cameron,Bouchard,420-032-4R1,Developpement Web III,3,92
Jordan,Morin,420-032-4R1,Developpement Web III,3,54
Sam,Lefebvre,420-032-4R1,Developpement Web III,3,56
Casey,Fortin,420-032-4R1,Developpement Web III,3,64
Robin,Lefebvre,420-032-4R1,Developpement Web III,3,95
Charlie,Lefebvre,420-032-4R1,Developpement Web III,3,91
Robin,Pelletier,420-032-4R1,Developpement Web III,3,35
Jamie,Gagnon,420-032-4R1,Developpement Web III,3,74
Morgan,Fortin,420-032-4R1,Developpement Web III,3,84
Charlie,Gagnon,420-032-4R1,Developpement Web III,3,46
Cameron,Morin,420-032-4R1,Developpement Web III,3,49
Alex,Bouchard,420-032-4R1,Developpement Web III,3,38
Casey,Roy,420-032-4R1,Developpement Web III,3,64
Robin,Gauthier,420-032-4R1,Developpement Web III,3,93
Cameron,Morin,420-032-4R1,Developpement Web III,3,51
Alex,Gauthier,420-032-4R1,Developpement Web III,3,63
Cameron,Morin,420-032-4R1,Developpement Web III,3,94
Jamie,Roy,420-032-4R1,Developpement Web III,3,81
Casey,Morin,420-032-4R1,Developpement Web III,3,49
Casey,Gagnon,420-032-4R1,Developpement Web III,3,61
Taylor,Fortin,420-032-4R1,Developpement Web III,3,91
Casey,Gagnon,420-032-4R1,Developpement Web III,3,36
Charlie,Bouchard,420-032-4R1,Developpement Web III,3,48
Casey,Tremblay,420-032-4R1,Developpement Web III,3,61
Charlie,Tremblay,420-032-4R1,Developpement Web III,3,87
Jordan,Pelletier,420-032-4R1,Developpement Web III,3,99
Taylor,Gagnon,420-032-4R1,Developpement Web III,3,37
Jordan,Pelletier,420-032-4R1,Developpement Web III,3,63
Jordan,Morin,420-032-4R1,Developpement Web III,3,67
Jamie,Tremblay,420-032-4R1,Developpement Web III,3,39
Charlie,Lavoie,420-032-4R1,Developpement Web III,3,88
Alex,Tremblay,420-032-4R1,Developpement Web III,3,60
Jamie,Roy,420-032-4R1,Developpement Web III,3,57
Taylor,Roy,420-032-4R1,Developpement Web III,3,52
Alex,Tremblay,420-032-4R1,Developpement Web III,3,69
Charlie,Lefebvre,420-032-4R1,Developpement Web III,3,60
Taylor,Lavoie,420-032-4R1,Developpement Web III,3,85
Robin,Gagnon,420-032-4R1,Developpement Web III,3,85
Taylor,Lavoie,420-032-4R1,Developpement Web III,3,43
Charlie,Lefebvre,420-032-4R1,Developpement Web III,3,82
Casey,Fortin,420-032-4R1,Developpement Web III,3,43
Jordan,Roy,420-032-4R1,Developpement Web III,3,48
Charlie,Pelletier,420-032-4R1,Developpement Web III,3,67
Sam,Bouchard,420-032-4R1,Developpement Web III,3,43
Jamie,Morin,420-032-4R1,Developpement Web III,3,71
Jordan,Fortin,420-032-4R1,Developpement Web III,3,65
Morgan,Roy,420-032-4R1,Developpement Web III,3,80
Charlie,Tremblay,420-032-4R1,Developpement Web III,3,100
Sam,Fortin,420-032-4R1,Developpement Web III,3,55
Sam,Bouchard,420-032-4R1,Developpement Web III,3,78
Alex,Lefebvre,420-032-4R1,Developpement Web III,3,66
Morgan,Fortin,420-032-4R1,Developpement Web III,3,98
Alex,Morin,420-032-4R1,Developpement Web III,3,72
Jordan,Fortin,420-032-4R1,Developpement Web III,3,66
Robin,Pelletier,420-032-4R1,Developpement Web III,3,100
Jamie,Tremblay,420-032-4R1,Developpement Web III,3,88
Casey,Fortin,420-032-4R1,Developpement Web III,3,45
Taylor,Lavoie,420-032-4R1,Developpement Web III,3,52
Sam,Tremblay,420-032-4R1,Developpement Web III,3,80
Casey,Pelletier,420-032-4R1,Developpement Web III,3,43
Jamie,Fortin,420-032-4R1,Developpement Web III,3,52
Alex,Lavoie,420-032-4R1,Developpement Web III,3,59
Jamie,Lefebvre,420-032-4R1,Developpement Web III,3,41
Alex,Morin,420-032-4R1,Developpement Web III,3,75
Sam,Roy,420-032-4R1,Developpement Web III,3,35
Jamie,Gauthier,420-032-4R1,Developpement Web III,3,89
Sam,Lefebvre,420-032-4R1,Developpement Web III,3,61
Ronald,MacDounald,420-034-3R1,Reseautique,3,74
Homer,Simpson,420-034-3R1,Reseautique,3,88
Doctor,Doogie,420-034-3R1,Reseautique,3,61
Jordan,Gauthier,420-034-3R1,Reseautique,3,61
Taylor,Lavoie,420-034-3R1,Reseautique,3,76
Jordan,Bouchard,420-034-3R1,Reseautique,3,100
Jordan,Gagnon,420-034-3R1,Reseautique,3,46
Alex,Morin,420-034-3R1,Reseautique,3,41
Charlie,Lavoie,420-034-3R1,Reseautique,3,41
Casey,Bouchard,420-034-3R1,Reseautique,3,90
Sam,Fortin,420-034-3R1,Reseautique,3,38
Alex,Tremblay,420-034-3R1,Reseautique,3,63
Jamie,Pelletier,420-034-3R1,Reseautique,3,38
Jordan,Lavoie,420-034-3R1,Reseautique,3,79
Jamie,Roy,420-034-3R1,Reseautique,3,52
Casey,Roy,420-034-3R1,Reseautique,3,76
Cameron,Pelletier,420-034-3R1,Reseautique,3,89
Taylor,Gauthier,420-034-3R1,Reseautique,3,41
Casey,Bouchard,420-034-3R1,Reseautique,3,47
Morgan,Lefebvre,420-034-3R1,Reseautique,3,87
Robin,Lavoie,420-034-3R1,Reseautique,3,56
Casey,Gagnon,420-034-3R1,Reseautique,3,88
Alex,Fortin,420-034-3R1,Reseautique,3,46
Morgan,Roy,420-034-3R1,Reseautique,3,82
Charlie,Roy,420-034-3R1,Reseautique,3,50
Alex,Gauthier,420-034-3R1,Reseautique,3,57
Robin,Tremblay,420-034-3R1,Reseautique,3,37
Cameron,Lavoie,420-034-3R1,Reseautique,3,68
Taylor,Lavoie,420-034-3R1,Reseautique,3,56
Casey,Gauthier,420-034-3R1,Reseautique,3,65
Robin,Roy,420-034-3R1,Reseautique,3,89
Jamie,Bouchard,420-034-3R1,Reseautique,3,47
Jamie,Roy,420-034-3R1,Reseautique,3,42
Casey,Roy,420-034-3R1,Reseautique,3,39
Morgan,Gagnon,420-034-3R1,Reseautique,3,53
Jamie,Gauthier,420-034-3R1,Reseautique,3,87
Robin,Gagnon,420-034-3R1,Reseautique,3,47
Sam,Bouchard,420-034-3R1,Reseautique,3,92
Alex,Pelletier,420-034-3R1,Reseautique,3,54
Sam,Gagnon,420-034-3R1,Reseautique,3,90
Charlie,Pelletier,420-034-3R1,Reseautique,3,87
Morgan,Lefebvre,420-034-3R1,Reseautique,3,57
Morgan,Tremblay,420-034-3R1,Reseautique,3,44
Jamie,Gauthier,420-034-3R1,Reseautique,3,57
Casey,Pelletier,420-034-3R1,Reseautique,3,65
Jamie,Lefebvre,420-034-3R1,Reseautique,3,50
Morgan,Tremblay,420-034-3R1,Reseautique,3,63
Sam,Lefebvre,420-034-3R1,Reseautique,3,49
Morgan,Fortin,420-034-3R1,Reseautique,3,100
Sam,Roy,420-034-3R1,Reseautique,3,91
Taylor,Morin,420-034-3R1,Reseautique,3,46
Morgan,Gauthier,420-034-3R1,Reseautique,3,81
Alex,Morin,420-034-3R1,Reseautique,3,92
Cameron,Bouchard,420-034-3R1,Reseautique,3,89
Jordan,Morin,420-034-3R1,Reseautique,3,67
Sam,Lefebvre,420-034-3R1,Reseautique,3,37
Casey,Fortin,420-034-3R1,Reseautique,3,47
Robin,Lefebvre,420-034-3R1,Reseautique,3,69
Charlie,Lefebvre,420-034-3R1,Reseautique,3,94
Robin,Pelletier,420-034-3R1,Reseautique,3,42
Jamie,Gagnon,420-034-3R1,Reseautique,3,61
Morgan,Fortin,420-034-3R1,Reseautique,3,47
Charlie,Gagnon,420-034-3R1,Reseautique,3,78
Cameron,Morin,420-034-3R1,Reseautique,3,64
Alex,Bouchard,420-034-3R1,Reseautique,3,100
Casey,Roy,420-034-3R1,Reseautique,3,40
Robin,Gauthier,420-034-3R1,Reseautique,3,40
Cameron,Morin,420-034-3R1,Reseautique,3,40
Alex,Gauthier,420-034-3R1,Reseautique,3,49
Cameron,Morin,420-034-3R1,Reseautique,3,100
Jamie,Roy,420-034-3R1,Reseautique,3,78
Casey,Morin,420-034-3R1,Reseautique,3,80
Casey,Gagnon,420-034-3R1,Reseautique,3,49
Taylor,Fortin,420-034-3R1,Reseautique,3,91
Casey,Gagnon,420-034-3R1,Reseautique,3,98
Charlie,Bouchard,420-034-3R1,Reseautique,3,42
Casey,Tremblay,420-034-3R1,Reseautique,3,62
Charlie,Tremblay,420-034-3R1,Reseautique,3,95
Jordan,Pelletier,420-034-3R1,Reseautique,3,76
Taylor,Gagnon,420-034-3R1,Reseautique,3,75
Jordan,Pelletier,420-034-3R1,Reseautique,3,93
Jordan,Morin,420-034-3R1,Reseautique,3,46
Jamie,Tremblay,420-034-3R1,Reseautique,3,82
Charlie,Lavoie,420-034-3R1,Reseautique,3,73
Alex,Tremblay,420-034-3R1,Reseautique,3,98
Jamie,Roy,420-034-3R1,Reseautique,3,75
Taylor,Roy,420-034-3R1,Reseautique,3,93
Alex,Tremblay,420-034-3R1,Reseautique,3,70
Charlie,Lefebvre,420-034-3R1,Reseautique,3,83
Taylor,Lavoie,420-034-3R1,Reseautique,3,62
Robin,Gagnon,420-034-3R1,Reseautique,3,72
Taylor,Lavoie,420-034-3R1,Reseautique,3,99
Charlie,Lefebvre,420-034-3R1,Reseautique,3,55
Casey,Fortin,420-034-3R1,Reseautique,3,69
Jordan,Roy,420-034-3R1,Reseautique,3,65
Charlie,Pelletier,420-034-3R1,Reseautique,3,82
Sam,Bouchard,420-034-3R1,Reseautique,3,89
Jamie,Morin,420-034-3R1,Reseautique,3,40
Jordan,Fortin,420-034-3R1,Reseautique,3,63
Morgan,Roy,420-034-3R1,Reseautique,3,83
Charlie,Tremblay,420-034-3R1,Reseautique,3,51
Sam,Fortin,420-034-3R1,Reseautique,3,89
Sam,Bouchard,420-034-3R1,Reseautique,3,67
Alex,Lefebvre,420-034-3R1,Reseautique,3,57
Morgan,Fortin,420-034-3R1,Reseautique,3,45
Alex,Morin,420-034-3R1,Reseautique,3,62
Jordan,Fortin,420-034-3R1,Reseautique,3,99
Robin,Pelletier,420-034-3R1,Reseautique,3,51
Jamie,Tremblay,420-034-3R1,Reseautique,3,70
Casey,Fortin,420-034-3R1,Reseautique,3,74
Taylor,Lavoie,420-034-3R1,Reseautique,3,48
Sam,Tremblay,420-034-3R1,Reseautique,3,98
Casey,Pelletier,420-034-3R1,Reseautique,3,65
Jamie,Fortin,420-034-3R1,Reseautique,3,40
Alex,Lavoie,420-034-3R1,Reseautique,3,53
Jamie,Lefebvre,420-034-3R1,Reseautique,3,45
Alex,Morin,420-034-3R1,Reseautique,3,38
Sam,Roy,420-034-3R1,Reseautique,3,96
Jamie,Gauthier,420-034-3R1,Reseautique,3,50
Sam,Lefebvre,420-034-3R1,Reseautique,3,88
Ronald,MacDounald,420-035-4R1,Programmation d’interface graphique,3,84
Homer,Simpson,420-035-4R1,Programmation d’interface graphique,3,38
Doctor,Doogie,420-035-4R1,Programmation d’interface graphique,3,82
Jordan,Gauthier,420-035-4R1,Programmation d’interface graphique,3,94
Taylor,Lavoie,420-035-4R1,Programmation d’interface graphique,3,38
Jordan,Bouchard,420-035-4R1,Programmation d’interface graphique,3,92
Jordan,Gagnon,420-035-4R1,Programmation d’interface graphique,3,72
Alex,Morin,420-035-4R1,Programmation d’interface graphique,3,79
Charlie,Lavoie,420-035-4R1,Programmation d’interface graphique,3,59
Casey,Bouchard,420-035-4R1,Programmation d’interface graphique,3,75
Sam,Fortin,420-035-4R1,Programmation d’interface graphique,3,49
Alex,Tremblay,420-035-4R1,Programmation d’interface graphique,3,64
Jamie,Pelletier,420-035-4R1,Programmation d’interface graphique,3,75
Jordan,Lavoie,420-035-4R1,Programmation d’interface graphique,3,53
Jamie,Roy,420-035-4R1,Programmation d’interface graphique,3,40
Casey,Roy,420-035-4R1,Programmation d’interface graphique,3,74
Cameron,Pelletier,420-035-4R1,Programmation d’interface graphique,3,80
Taylor,Gauthier,420-035-4R1,Programmation d’interface graphique,3,85
Casey,Bouchard,420-035-4R1,Programmation d’interface graphique,3,94
Morgan,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,96
Robin,Lavoie,420-035-4R1,Programmation d’interface graphique,3,47
Casey,Gagnon,420-035-4R1,Programmation d’interface graphique,3,51
Alex,Fortin,420-035-4R1,Programmation d’interface graphique,3,67
Morgan,Roy,420-035-4R1,Programmation d’interface graphique,3,47
Charlie,Roy,420-035-4R1,Programmation d’interface graphique,3,54
Alex,Gauthier,420-035-4R1,Programmation d’interface graphique,3,93
Robin,Tremblay,420-035-4R1,Programmation d’interface graphique,3,93
Cameron,Lavoie,420-035-4R1,Programmation d’interface graphique,3,75
Taylor,Lavoie,420-035-4R1,Programmation d’interface graphique,3,98
Casey,Gauthier,420-035-4R1,Programmation d’interface graphique,3,42
Robin,Roy,420-035-4R1,Programmation d’interface graphique,3,51
Jamie,Bouchard,420-035-4R1,Programmation d’interface graphique,3,68
Jamie,Roy,420-035-4R1,Programmation d’interface graphique,3,43
Casey,Roy,420-035-4R1,Programmation d’interface graphique,3,58
Morgan,Gagnon,420-035-4R1,Programmation d’interface graphique,3,46
Jamie,Gauthier,420-035-4R1,Programmation d’interface graphique,3,76
Robin,Gagnon,420-035-4R1,Programmation d’interface graphique,3,98
Sam,Bouchard,420-035-4R1,Programmation d’interface graphique,3,95
Alex,Pelletier,420-035-4R1,Programmation d’interface graphique,3,99
Sam,Gagnon,420-035-4R1,Programmation d’interface graphique,3,72
Charlie,Pelletier,420-035-4R1,Programmation d’interface graphique,3,87
Morgan,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,82
Morgan,Tremblay,420-035-4R1,Programmation d’interface graphique,3,61
Jamie,Gauthier,420-035-4R1,Programmation d’interface graphique,3,92
Casey,Pelletier,420-035-4R1,Programmation d’interface graphique,3,89
Jamie,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,42
Morgan,Tremblay,420-035-4R1,Programmation d’interface graphique,3,54
Sam,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,37
Morgan,Fortin,420-035-4R1,Programmation d’interface graphique,3,42
Sam,Roy,420-035-4R1,Programmation d’interface graphique,3,45
Taylor,Morin,420-035-4R1,Programmation d’interface graphique,3,84
Morgan,Gauthier,420-035-4R1,Programmation d’interface graphique,3,80
Alex,Morin,420-035-4R1,Programmation d’interface graphique,3,56
Cameron,Bouchard,420-035-4R1,Programmation d’interface graphique,3,68
Jordan,Morin,420-035-4R1,Programmation d’interface graphique,3,51
Sam,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,81
Casey,Fortin,420-035-4R1,Programmation d’interface graphique,3,41
Robin,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,56
Charlie,Lefebvre,420-035-4R1,Programmation d’interface graphique,3,69
Robin,Pelletier,420-035-4R1,Programmation d’interface graphique,3,57
Jamie,Gagnon,420-035-4R1,Programmation d’interface graphique,3,74
Morgan,Fortin,420-035-4R1,Programmation d’interface graphique,3,95
Charlie,Gagnon,420-035-4R1,Programmation d’interface graphique,3,93
Cameron,Morin,420-035-4R1,Programmation d’interface graphique,3,69
Alex,Bouchard,420-035-4R1,Programmation d’interface graphique,3,91
Casey,Roy,420-035-4R1,Programmation d’interface graphique,3,73
Robin,Gauthier,420-035-4R1,Programmation d’interface graphique,3,83
Cameron,Morin,420-035-4R1,Programmation d’interface graphique,3,48
Alex,Gauthier,420-035-4R1,Programmation d’interface graphique,3,82
Cameron,Morin,420-035-4R1,Programmation d’interface graphique,3,86
Jamie,Roy,420-035-4R1,Programmation d’interface graphique,3,77
Casey,Morin,420-035-4R1,Programmation d’interface graphique,3,99
Casey,Gagnon,420-035-4R1,Programmation d’interface graphique,3,84
Taylor,Fortin,420-035-4R1,Programmation d’interface graphique,3,87
Casey,Gagnon,420-035-4R1,Programmation d’interface graphique,3,59
Charlie,Bouchard,420-035-4R1,Programmation d’interface graphique,3,87
Casey,Tremblay,420-035-4R1,Programmation d’interface graphique,3,81
Charlie,Tremblay,420-035-4R1,Programmation d’interface graphique,3,52
Jordan,Pelletier,420-035-4R1,Programmation d’interface graphique,3,44
Taylor,Gagnon,420-035-4R1,Programmation d’interface graphique,3,44
Jordan,Pelletier,420-035-4R1,Programmation d’interface graphique,3,62
Jordan,Morin,420-035-4R1,Programmation d’interface graphique,3,45
Jamie,Tremblay,420-035-4R1,Programmation d’interface graphique,3,79
